word	zh	image
reduced	已减少	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/384px-3SAT_reduced_too_VC_svg.png/250px-384px-3SAT_reduced_too_VC_svg.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
reduces	减少	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/Corsaire_-Piano_Reduction_Cover.JPG/250px-Corsaire_-Piano_Reduction_Cover.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
reduction	减少	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/Corsaire_-Piano_Reduction_Cover.JPG/250px-Corsaire_-Piano_Reduction_Cover.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
reengagement	再参与	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9c/James_Duderstadt_at_NSB_open_session.jpg/250px-James_Duderstadt_at_NSB_open_session.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
reference	参考	
referral	转介	https://upload.wikimedia.org/wikipedia/commons/a/a3/Pharmacies_take_part_in_TB_referral_services_with_the_support_of_a_USAID_program_%286861660102%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
reflect	反映	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c9/Reflect_in_God_-_geograph.org.uk_-_241024.jpg/250px-Reflect_in_God_-_geograph.org.uk_-_241024.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
refresh	刷新	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/Refresh_scan.jpg/250px-Refresh_scan.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
refunds	退款	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/68/Bottle_crates_%28Pfand_kisten%29.jpg/250px-Bottle_crates_%28Pfand_kisten%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
region	区域	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1e/Fencing_Regions_Map.png/250px-Fencing_Regions_Map.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
register	登记	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bf/West_Register_House_-_geograph.org.uk_-_919390.jpg/250px-West_Register_House_-_geograph.org.uk_-_919390.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
registers	注册	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/Registers_CPU_i386.png/250px-Registers_CPU_i386.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
registrar	注册商	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/Domain_name_registrar_market_share.jpg/250px-Domain_name_registrar_market_share.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
regressions	回归	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/Plot_regression_women.jpg/250px-Plot_regression_women.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
regular	常规	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e7/Regular_Heptadecagon_Using_Carlyle_Circle.gif/250px-Regular_Heptadecagon_Using_Carlyle_Circle.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
regularly	定期	
regulation	法规	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bb/Logo_of_the_National_Database_of_Laws_and_Regulations.png/250px-Logo_of_the_National_Database_of_Laws_and_Regulations.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
rehearsals	彩排	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cf/Romeo_And_Juliet_Rehearsals_5_%2893626371%29.jpeg/250px-Romeo_And_Juliet_Rehearsals_5_%2893626371%29.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
rehearse	排练	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/Marine_rehearses_for_the_arrival_of_the_first_captives_at_Guantanamo_on_January_10th%2C_2002.jpg/250px-Marine_rehearses_for_the_arrival_of_the_first_captives_at_Guantanamo_on_January_10th%2C_2002.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
rehire	返聘	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9d/Deng_xxixian.jpg/250px-Deng_xxixian.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
reject	拒绝	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/Charles_Thomson._I_Feel_Bad_When_I_Reject_Your_Love.jpg/250px-Charles_Thomson._I_Feel_Bad_When_I_Reject_Your_Love.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
related	相关	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/Related_pages_gif.gif/250px-Related_pages_gif.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
relations	关系	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ee/The_relations_among_the_major_world_powers%2C_1997.gif/250px-The_relations_among_the_major_world_powers%2C_1997.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
relationships	关系	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6d/Relationships_exist.jpg/250px-Relationships_exist.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
release	发布	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/3Ring_release_animation.gif/120px-3Ring_release_animation.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
releases	发布	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/3Ring_release_animation.gif/120px-3Ring_release_animation.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
relentlessly	不懈地	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f1/Villarceau_circles.gif/250px-Villarceau_circles.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
relevance	相关性	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/Faroe_stamp_406_bearing_compass.jpg/250px-Faroe_stamp_406_bearing_compass.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
relevant	相关	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/B%C3%89B%C3%89_RELEVANT_SA_ROBE.PNG/250px-B%C3%89B%C3%89_RELEVANT_SA_ROBE.PNG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
reliability	可靠性	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3d/1988_Car_Brand_Reliability_Percentrank_Averages.png/120px-1988_Car_Brand_Reliability_Percentrank_Averages.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
reliable	可靠	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/32/1908_Reliable_Dayton_Motor_Car_brochure_cover.jpg/120px-1908_Reliable_Dayton_Motor_Car_brochure_cover.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
remaining	剩余	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/Remaining_fence_%282%29_-_geograph.org.uk_-_736600.jpg/250px-Remaining_fence_%282%29_-_geograph.org.uk_-_736600.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
remains	仍然	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d8/Remains_of_Anchorite_House_-_geograph.org.uk_-_4427448.jpg/250px-Remains_of_Anchorite_House_-_geograph.org.uk_-_4427448.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
remediate	修复	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/03/Hanford_Milestone_%287488945486%29.jpg/250px-Hanford_Milestone_%287488945486%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
remediation	修复	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3e/Wellington_reclamation_animation.gif/250px-Wellington_reclamation_animation.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
remember	记住	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/05/Greer_Garson_in_Remember%3F.JPG/250px-Greer_Garson_in_Remember%3F.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
remind	提醒	
reminders	提醒	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/SMS-Reminders-Example.jpg/120px-SMS-Reminders-Example.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
remit	汇款	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/15/MoroccoRemittances.jpg/250px-MoroccoRemittances.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
remote	远程	https://upload.wikimedia.org/wikipedia/commons/7/7f/Television_remote_control.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
removal	移除	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/Tree_Removal_-_geograph.org.uk_-_616489.jpg/250px-Tree_Removal_-_geograph.org.uk_-_616489.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
removals	移除	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c0/Britannia_movers_devereux_international_and_theatrical_removals_vehicle_history.jpg/250px-Britannia_movers_devereux_international_and_theatrical_removals_vehicle_history.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
remove	移除	https://upload.wikimedia.org/wikipedia/commons/7/7a/Remove_effect.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
removes	移除	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e8/02.04_Mohammed_removes_idols.png/250px-02.04_Mohammed_removes_idols.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
removing	移除	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dd/Elimination_reactions_of_2-phenylcyclopentyltrimethylammonium_isomers.png/250px-Elimination_reactions_of_2-phenylcyclopentyltrimethylammonium_isomers.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
render	渲染	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/Under_the_render_-_geograph.org.uk_-_1235741.jpg/250px-Under_the_render_-_geograph.org.uk_-_1235741.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
renewal	续期	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/Renewal_-_Casebook_of_Sherlock_Holmes.png/250px-Renewal_-_Casebook_of_Sherlock_Holmes.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
renewals	续期	
renewed	已续期	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/Renewed_Gospel_Ministries.jpg/250px-Renewed_Gospel_Ministries.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
renews	续期	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/Tissot_God_Renews_His_Promises_to_Abraham.jpg/250px-Tissot_God_Renews_His_Promises_to_Abraham.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
repeat	重复	https://upload.wikimedia.org/wikipedia/commons/b/b0/Repeat_open.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
repeatable	可重复	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/SSR-180711_structure.png/250px-SSR-180711_structure.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
repeated	重复的	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/Repeated_addition.jpg/250px-Repeated_addition.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
repeating	重复	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/12/A_History_repeating_Itself_2001_copy35.jpg/250px-A_History_repeating_Itself_2001_copy35.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
repeats	重复	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/140957main_return-2-330.jpg/250px-140957main_return-2-330.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
repetition	重复	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/Graph_repetition_curve.jpg/250px-Graph_repetition_curve.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
replace	替换	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d5/Replace_that_fence_-_geograph.org.uk_-_993683.jpg/250px-Replace_that_fence_-_geograph.org.uk_-_993683.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
replacement	替换	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c3/Total_knee_replacement_by_dr_shekhar_agarwal---Copy.jpg/120px-Total_knee_replacement_by_dr_shekhar_agarwal---Copy.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
replaces	替换	
replacing	替换	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/Replacing_Bridge_-_geograph.org.uk_-_315230.jpg/250px-Replacing_Bridge_-_geograph.org.uk_-_315230.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
replicas	副本	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/53/Replicas_of_the_Nina%2C_Pinta_and_Santa_Maria%2C_Toledo%2C_Ohio_%28approximately_1914%29_-_DPLA_-_7fc0cf36ea302ac64dd85e363679f722.jpg/250px-Replicas_of_the_Nina%2C_Pinta_and_Santa_Maria%2C_Toledo%2C_Ohio_%28approximately_1914%29_-_DPLA_-_7fc0cf36ea302ac64dd85e363679f722.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
replication	复制	https://upload.wikimedia.org/wikipedia/commons/0/0b/Replication-fork.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
replies	回复	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/75/Mockup_of_Mentor_dashboard_-_desktop_-_Replies_to_FAQs_module.png/250px-Mockup_of_Mentor_dashboard_-_desktop_-_Replies_to_FAQs_module.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
report	报告	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ed/U.S._News_%26_World_Report_logo.png/250px-U.S._News_%26_World_Report_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
reporters	报告人	https://upload.wikimedia.org/wikipedia/commons/b/b9/%22Reporters_Sans_Fronti%C3%A8res%22_sign%2C_Si%C3%A8ge_de_RSF_%28cropped%29.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
reports	报告	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/aa/Consumer_Reports_logo.png/250px-Consumer_Reports_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
repositories	仓库	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/TempleRepositories.jpg/250px-TempleRepositories.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
repository	仓库	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e7/Core%2BRepository%2Bcore_samples2.jpg/250px-Core%2BRepository%2Bcore_samples2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
reproduce	复现	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/46/Shakespeare_-_First_Folio_Faithfully_Reproduced%2C_Methuen%2C_1910_-_capital_W.jpg/250px-Shakespeare_-_First_Folio_Faithfully_Reproduced%2C_Methuen%2C_1910_-_capital_W.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
reproducibility	可复现	
reproducible	可复现	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/46/Shakespeare_-_First_Folio_Faithfully_Reproduced%2C_Methuen%2C_1910_-_capital_W.jpg/250px-Shakespeare_-_First_Folio_Faithfully_Reproduced%2C_Methuen%2C_1910_-_capital_W.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
repurpose	改用	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/Gear.jpg/250px-Gear.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
reputation	声誉	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6c/Reputation_%281921%29_-_Dean_2.jpg/250px-Reputation_%281921%29_-_Dean_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
request	请求	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9e/A_polite_request_-_geograph.org.uk_-_547882.jpg/250px-A_polite_request_-_geograph.org.uk_-_547882.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
requests	请求	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/20/Wikipe-tan_requests_citation.png/120px-Wikipe-tan_requests_citation.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
require	需要	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/18/Require_Interface.png/250px-Require_Interface.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
required	必需	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/02/Gentlemen_required_-_geograph.org.uk_-_515196.jpg/250px-Gentlemen_required_-_geograph.org.uk_-_515196.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
requires	需要	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/73/Cancer_requires_multiple_mutations_from_NIHen.png/120px-Cancer_requires_multiple_mutations_from_NIHen.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
rereading	重读	https://upload.wikimedia.org/wikipedia/commons/e/e9/Wissem.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
reschedule	改期	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/Changegov.jpg/250px-Changegov.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
rescue	救援	
research	研究	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/Research_Charles.jpg/250px-Research_Charles.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
researcher	研究员	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/46/Researcher%2C_Chris_Wade.png/250px-Researcher%2C_Chris_Wade.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
researchers	研究员	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/Ahmad_Khalifeh.jpg/250px-Ahmad_Khalifeh.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
resellers	经销商	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/Scalping_wilbarger.jpg/250px-Scalping_wilbarger.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
reset	重置	https://upload.wikimedia.org/wikipedia/commons/a/a8/Reset_parm.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
resharding	重新分片	https://upload.wikimedia.org/wikipedia/commons/d/d5/Dominique_Rodgers-Cromartie_Cardinals_2010.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
residents	居民	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/Meet_the_residents_-_geograph.org.uk_-_1012374.jpg/250px-Meet_the_residents_-_geograph.org.uk_-_1012374.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
residual	残留	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/ResidualCurrentCircuitBreak.jpg/250px-ResidualCurrentCircuitBreak.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
resistant	抵抗	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/Carbapenem-resistant_enterobacteriaceae_epidemiology.webp/250px-Carbapenem-resistant_enterobacteriaceae_epidemiology.webp?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
resolve	解决	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6d/ResolverPrinzip.png/250px-ResolverPrinzip.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
resource	资源	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/Pen-Resource-University_logo.webp/250px-Pen-Resource-University_logo.webp?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
resources	资源	https://upload.wikimedia.org/wikipedia/commons/6/60/House_Natural_Resources_Committee_logo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
respect	尊重	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c3/Consultation_Among_the_American_Republics_With_Respect_to_the_Argentine_Situation_-_DPLA_-_1dcc7d2762e73e94b1be034f63358a68_%28page_22%29.gif/250px-Consultation_Among_the_American_Republics_With_Respect_to_the_Argentine_Situation_-_DPLA_-_1dcc7d2762e73e94b1be034f63358a68_%28page_22%29.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
respected	受尊重	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/Angela_McShan%2C_respected_Coast_Guard_Petty_Officer_%28cropped%29.jpeg/250px-Angela_McShan%2C_respected_Coast_Guard_Petty_Officer_%28cropped%29.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
respond	响应	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7d/Multi-Agencies_Respond_to_Abandoned_Subterranean_Tunnel_%2825096015047%29.jpg/250px-Multi-Agencies_Respond_to_Abandoned_Subterranean_Tunnel_%2825096015047%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
responders	响应者	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6c/AA191-responders.png/250px-AA191-responders.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
responding	响应	https://upload.wikimedia.org/wikipedia/commons/8/8c/Obama_responding_to_tweets_cropped.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
response	响应	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/Horse_exhibiting_flehmen_response_%28drawing%29.png/250px-Horse_exhibiting_flehmen_response_%28drawing%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
responses	响应	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/%27Twelve_Responses_to_Tragedy%27%2C_Thurloe_Place_SW7_-_geograph.org.uk_-_3454931.jpg/250px-%27Twelve_Responses_to_Tragedy%27%2C_Thurloe_Place_SW7_-_geograph.org.uk_-_3454931.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
responsibly	负责任地	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/23/Jan_Thorn-Prikker_Braut.jpg/120px-Jan_Thorn-Prikker_Braut.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
rest	休息	
restartable	可重启	
restocking	补货	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/12/Senegal_reforestation.jpg/250px-Senegal_reforestation.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
restores	恢复	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/St_Benedict_Restores_Life_to_a_Young_Monk.jpg/250px-St_Benedict_Restores_Life_to_a_Young_Monk.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
restoring	恢复	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/Restoring_Gate_House_-_geograph.org.uk_-_1593147.jpg/250px-Restoring_Gate_House_-_geograph.org.uk_-_1593147.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
restrict	限制	https://upload.wikimedia.org/wikipedia/commons/a/a3/Restrictor-Plate-Rendering.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
restricted	受限	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/Restricted_byway_-_geograph.org.uk_-_639269.jpg/250px-Restricted_byway_-_geograph.org.uk_-_639269.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
result	结果	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/52/ResultadosBrexit.png/120px-ResultadosBrexit.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
results	结果	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/Operation_Upshot-Knothole_-_Harry.jpg/250px-Operation_Upshot-Knothole_-_Harry.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
retain	保留	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/Natural_Stone_Retaining_Wall.jpg/250px-Natural_Stone_Retaining_Wall.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
retaliation	报复	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/The_Revengers_Tragedy.jpg/250px-The_Revengers_Tragedy.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
retention	留存	
retests	重测	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/49/Ascendin_lisn_scores.png/250px-Ascendin_lisn_scores.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
retire	退役	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/Retire_or_passe_position_in_ballet.jpg/120px-Retire_or_passe_position_in_ballet.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
retrain	再培训	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/Adjust_or_full_retrain.png/120px-Adjust_or_full_retrain.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
retries	重试	https://upload.wikimedia.org/wikipedia/commons/0/0f/SoxRetired-11.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
retrieval	检索	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1e/Retrieval_schematic.png/250px-Retrieval_schematic.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
retrospectives	回顾	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/Fibonacci.jpg/250px-Fibonacci.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
retry	重试	https://upload.wikimedia.org/wikipedia/commons/4/44/Abort_Retry_Fail.PNG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
