word	zh	image
suppressions	抑制	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/56/Rameau_-_les_Paladins_-_1760_-_Suppressions_et_corrections._-_part.n_mss._incompl%C3%A8te_-_btv1b8478899c_%2867_of_67%29.jpg/20px-Rameau_-_les_Paladins_-_1760_-_Suppressions_et_corrections._-_part.n_mss._incompl%C3%A8te_-_btv1b8478899c_%2867_of_67%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
surface	呈现	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/Surface_area_element.jpeg/250px-Surface_area_element.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
surprise	惊讶	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/Community_Center_Surprise%2C_AZ_%289625406340%29.jpg/250px-Community_Center_Surprise%2C_AZ_%289625406340%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
surprises	意外	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f6/NEMap-doton-Surprise.png/250px-NEMap-doton-Surprise.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
surprising	令人惊讶	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/Surprising_exit_from_Castle_Arch_-_geograph.org.uk_-_1080698.jpg/250px-Surprising_exit_from_Castle_Arch_-_geograph.org.uk_-_1080698.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
surrogates	替代	
survey	调查	https://upload.wikimedia.org/wikipedia/commons/4/44/SurveyProject.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
surveys	调查	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/Us_land_survey_officer.jpg/250px-Us_land_survey_officer.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
suspend	暂停	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/30/Airport_Standby_FDP_depiction.jpg/250px-Airport_Standby_FDP_depiction.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
suspicious	可疑	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/US_Navy_080611-N-8298P-018_Explosive_Ordnance_Disposal_conduct_a_security_dive_looking_for_anything_suspicious_as_part_of_exercise_Frontier_Sentinel.jpg/250px-US_Navy_080611-N-8298P-018_Explosive_Ordnance_Disposal_conduct_a_security_dive_looking_for_anything_suspicious_as_part_of_exercise_Frontier_Sentinel.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
sustainability	可持续	https://upload.wikimedia.org/wikipedia/commons/f/f1/Sustainability-diagram-v3.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
sustainable	可持续	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cf/Sustainable_Food_Edmonton.png/250px-Sustainable_Food_Edmonton.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
swag	周边	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/Cali_Swag_District.jpg/250px-Cali_Swag_District.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
switch	切换	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/Ebonite_switch%2C_1888_%28Forty_Years_of_Electrical_Progress%29.jpg/250px-Ebonite_switch%2C_1888_%28Forty_Years_of_Electrical_Progress%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
symptoms	症状	https://upload.wikimedia.org/wikipedia/commons/1/14/SymptomsFeverCoughSOB_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
sync	同步	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c9/Ford_SYNC_logo.jpg/250px-Ford_SYNC_logo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
synthetic	合成	
system	系统	https://upload.wikimedia.org/wikipedia/commons/1/18/Generic_system.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
systems	系统	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/Systems_components.gif/250px-Systems_components.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
table	表	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ee/Man_at_a_Caf%C3%A9_Table%2C_Paris_MET_sf1990.38.23.jpg/250px-Man_at_a_Caf%C3%A9_Table%2C_Paris_MET_sf1990.38.23.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tables	表	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9d/VisualEditor_tables_select_one_cell-ca.png/250px-VisualEditor_tables_select_one_cell-ca.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tabletop	桌面	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/Tabletop_Vacuum_Packaging_Machine.png/250px-Tabletop_Vacuum_Packaging_Machine.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tackle	处理	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/Rugby_tackle_cropped.jpg/250px-Rugby_tackle_cropped.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tag	标签	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/21st_Century_graffiti%2C_street_furniture%2C_and_tag_-_geograph.org.uk_-_7328902.jpg/250px-21st_Century_graffiti%2C_street_furniture%2C_and_tag_-_geograph.org.uk_-_7328902.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tagged	已标记	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/89/Tagged_disused_walkway%2C_Elkstone_Road_W10_-_geograph.org.uk_-_2038083.jpg/250px-Tagged_disused_walkway%2C_Elkstone_Road_W10_-_geograph.org.uk_-_2038083.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tags	标签	https://upload.wikimedia.org/wikipedia/commons/8/8d/Red_tags_icon.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
tail	尾部	https://upload.wikimedia.org/wikipedia/commons/c/cf/Tail_GLO.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
take	采取	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/Take_Ionescu1.jpg/250px-Take_Ionescu1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
takeaways	要点	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cb/Casablanca_Takeaway_-_Northgate_-_geograph.org.uk_-_1829246.jpg/120px-Casablanca_Takeaway_-_Northgate_-_geograph.org.uk_-_1829246.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
taking	采取	https://upload.wikimedia.org/wikipedia/commons/8/89/Easy_to_Get_%281920%29_-_Clark.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
talk	谈论	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3e/Take_a_break_to_talk_9.11.11.jpg/250px-Take_a_break_to_talk_9.11.11.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
talks	谈话	https://upload.wikimedia.org/wikipedia/commons/d/de/Side_Talks_with_Girls_%281895%29_-_Capital_S.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
tamper	篡改	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/Tamper.png/250px-Tamper.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
target	目标	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fc/Target_ClearRx.jpg/250px-Target_ClearRx.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
targets	目标	https://upload.wikimedia.org/wikipedia/commons/6/68/82nd_Aerial_Targets_Squadron.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
tariff	关税	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8c/The_tariff_at_Islington_Toll_-_geograph.org.uk_-_131242.jpg/250px-The_tariff_at_Islington_Toll_-_geograph.org.uk_-_131242.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
task	任务	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/Mars_Task_Force.jpg/250px-Mars_Task_Force.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tasks	任务	
tax	税	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/Fig._126_-_Federal_income_tax_rates_for_2003_by_household_income_quintile.JPG/250px-Fig._126_-_Federal_income_tax_rates_for_2003_by_household_income_quintile.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
teach	教	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ea/Teach-In_-_TopPop_1974_1.png/250px-Teach-In_-_TopPop_1974_1.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
teachable	可教	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/33/TeachAIDS_Screenshots_7_%285385416695%29.jpg/250px-TeachAIDS_Screenshots_7_%285385416695%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
teachers	教师	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/Village_school_in_Northern_Bahr_el_Ghazal%2C_Sudan.jpg/250px-Village_school_in_Northern_Bahr_el_Ghazal%2C_Sudan.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
teaching	教学	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/Paul_Kniss_teaching_at_Bible_School%2C_Bihar%2C_India%2C_1959_%2816369172143%29.jpg/250px-Paul_Kniss_teaching_at_Bible_School%2C_Bihar%2C_India%2C_1959_%2816369172143%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
team	团队	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/Team_paris_fc.jpg/250px-Team_paris_fc.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
teaming	组队	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/53/Logo_Autonomous_Teaming_Solutions_ATS_GmbH.png/250px-Logo_Autonomous_Teaming_Solutions_ATS_GmbH.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
teams	团队	https://upload.wikimedia.org/wikipedia/commons/0/0a/Kit_body_oeg19h.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
teardown	拆除	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/56/1916_-_Muhlenburg_College_Buildings_teardown_-_4th_and_Walnut_Streets_-_Allentown_PA.jpg/250px-1916_-_Muhlenburg_College_Buildings_teardown_-_4th_and_Walnut_Streets_-_Allentown_PA.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tech	技术	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/Map_of_International_Cultural_Center_%28ICC%29_at_Texas_Tech_University.gif/250px-Map_of_International_Cultural_Center_%28ICC%29_at_Texas_Tech_University.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
technical	技术	
techniques	技术	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/Lifting-techniques-IT.jpg/250px-Lifting-techniques-IT.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
technologies	技术	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/09/1.27.2015_Small_Business_Emerging_Technologies_and_Tech_Fair_%2816185453053%29.jpg/250px-1.27.2015_Small_Business_Emerging_Technologies_and_Tech_Fair_%2816185453053%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
telemedicine	远程医疗	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f3/Telemedicine_in_Penza.jpg/250px-Telemedicine_in_Penza.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
telemetry	遥测	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/12-WFF_Mobile_Telemetry_System.png/250px-12-WFF_Mobile_Telemetry_System.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tell	告诉	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/Features_of_Tell_Ruqeish_on_the_beach_%283%29.jpg/250px-Features_of_Tell_Ruqeish_on_the_beach_%283%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tells	告诉	https://upload.wikimedia.org/wikipedia/commons/a/af/Tepe_rovastabla.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
template	模板	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/Template_Metropolitan_Primate.png/250px-Template_Metropolitan_Primate.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
templates	模板	https://upload.wikimedia.org/wikipedia/commons/5/55/Templates-help-he.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
temporarily	暂时	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/Bridge_temporarily_closed%2C_Woodfidley_Passage%2C_New_Forest_-_geograph.org.uk_-_510054.jpg/250px-Bridge_temporarily_closed%2C_Woodfidley_Passage%2C_New_Forest_-_geograph.org.uk_-_510054.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
temporary	临时	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f0/Rwandan_refugee_camp_in_east_Zaire.jpg/250px-Rwandan_refugee_camp_in_east_Zaire.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tenants	租户	
term	术语	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9a/Long_Term_Parking_at_Heathrow_-_geograph.org.uk_-_277713.jpg/250px-Long_Term_Parking_at_Heathrow_-_geograph.org.uk_-_277713.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
terminate	终止	https://upload.wikimedia.org/wikipedia/commons/9/9e/10base2_terminator.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
terms	条款	https://upload.wikimedia.org/wikipedia/commons/5/59/Terms_of_use.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
terraform	Terraform	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dc/Convair_TF-102A_Delta_Dagger_on_lakebed.png/250px-Convair_TF-102A_Delta_Dagger_on_lakebed.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
test	测试	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/Biuret_Test_2.jpg/250px-Biuret_Test_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tested	已测试	https://upload.wikimedia.org/wikipedia/commons/e/ea/Test.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
testing	测试	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/Testing_Pyramid.png/250px-Testing_Pyramid.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tests	测试	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/19/2006_North_Korean_nuclear_test_KO.PNG/250px-2006_North_Korean_nuclear_test_KO.PNG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
text	文本	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7e/Logo_Hegemony_3_video_game_%28plain_text%29.jpg/250px-Logo_Hegemony_3_video_game_%28plain_text%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
than	比	https://upload.wikimedia.org/wikipedia/commons/9/9c/More_Than_This.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
thank	感谢	
that	该	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f9/Three_cell_growth_types.png/250px-Three_cell_growth_types.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
the	该	
their	他们的	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/Sarah_signing_cropped.jpg/250px-Sarah_signing_cropped.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
them	他们	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/Them_1992.jpg/250px-Them_1992.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
themes	主题	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b8/Margaret_Mead_Themes_de_culture_de_la_France_louis_maitrier.jpg/250px-Margaret_Mead_Themes_de_culture_de_la_France_louis_maitrier.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
then	然后	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/17/Tang-hores1.jpg/250px-Tang-hores1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
there	那里	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/62/Fault_types_TypesDeFailles.jpg/120px-Fault_types_TypesDeFailles.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
they	他们	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1b/Them_Dark_symphony_of_Death.jpg/250px-Them_Dark_symphony_of_Death.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
thing	事物	https://upload.wikimedia.org/wikipedia/commons/a/ac/Jeanne_Eagels_in_The_Wonderful_Thing_3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
third	第三	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/Third_Avenue_-_geograph.org.uk_-_752704.jpg/250px-Third_Avenue_-_geograph.org.uk_-_752704.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
those	那些	https://upload.wikimedia.org/wikipedia/commons/8/80/Those_Love_Pangs.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
thoughtfully	周到地	
thrash	抖动	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/94/William_G_Thrash.jpg/250px-William_G_Thrash.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
thread	线程	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/Buttress_thread_form.png/250px-Buttress_thread_form.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
threads	线程	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/20/Threads_%28Informatik%29.png/250px-Threads_%28Informatik%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
threat	威胁	https://thumb.wikimedia.org/wikipedia/commons/thumb/6/60/Stereotype_threat_bw.jpg/250px-Stereotype_threat_bw.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
threats	威胁	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/Threats_-_geograph.org.uk_-_233321.jpg/250px-Threats_-_geograph.org.uk_-_233321.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
three	三	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/20/Three_generals_-_Anton_von_Werner.jpg/250px-Three_generals_-_Anton_von_Werner.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
thresholds	阈值	https://upload.wikimedia.org/wikipedia/commons/b/b1/Stamp_of_Tajikistan_-_2003_-_Colnect_421592_-_Mining_river_with_thresholds_by_Shkolenro_Irina.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
thrive	蓬勃	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/ThriveSupplementFacts.png/250px-ThriveSupplementFacts.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
through	通过	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/Smilin%27_Through_%281922%29_-_2.jpg/120px-Smilin%27_Through_%281922%29_-_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
throughout	贯穿	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/Ursa_Major.gif/250px-Ursa_Major.gif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
throughput	吞吐	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/Legitimation_Throughput.png/250px-Legitimation_Throughput.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
ticket	工单	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ea/Ticket-kenilworth-gold-cup.jpg/250px-Ticket-kenilworth-gold-cup.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
ticketing	工单	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ea/Ticket-kenilworth-gold-cup.jpg/250px-Ticket-kenilworth-gold-cup.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tickets	工单	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5a/Tickets_to_the_opening_meeting_of_the_Constituent_Assembly_of_Lithuania%2C_1920.jpg/120px-Tickets_to_the_opening_meeting_of_the_Constituent_Assembly_of_Lithuania%2C_1920.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tidy	整理	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/Tidy_Postbox_-_geograph.org.uk_-_553830.jpg/250px-Tidy_Postbox_-_geograph.org.uk_-_553830.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tier	层级	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c1/The_Roaches_-_lower_tier_-_geograph.org.uk_-_1482644.jpg/250px-The_Roaches_-_lower_tier_-_geograph.org.uk_-_1482644.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tiers	层级	https://upload.wikimedia.org/wikipedia/commons/f/f7/Tiers_de_sou_or_Dagobert_Ier.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
tight	紧	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/Chris_Baker_%28tight_end%29.JPG/250px-Chris_Baker_%28tight_end%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tightly	紧密地	https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/Tightly_moored_-_geograph.org.uk_-_720578.jpg/250px-Tightly_moored_-_geograph.org.uk_-_720578.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
time	时间	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/Time_Magazine_-_first_cover.jpg/250px-Time_Magazine_-_first_cover.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
timed	计时	
timeline	时间线	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/Timeline-example.jpg/250px-Timeline-example.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
timelines	时间线	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/Timeline-example.jpg/250px-Timeline-example.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
timely	及时	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/Timely_reflections_-_geograph.org.uk_-_1335618.jpg/250px-Timely_reflections_-_geograph.org.uk_-_1335618.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
timeout	超时	https://upload.wikimedia.org/wikipedia/commons/d/d4/Charles_Tapper_During_Timeout%2C_March_2010.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
timeouts	超时	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2c/Irssi_ident_timeout.png/250px-Irssi_ident_timeout.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
timers	计时器	https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/Why_Do_Timers_Exist%3F.webp/250px-Why_Do_Timers_Exist%3F.webp?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
times	次数	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bd/New_York_Times_-_faked_Spoonerisms_1928.jpg/250px-New_York_Times_-_faked_Spoonerisms_1928.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
timestamp	时间戳	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/54/Timestamp.JPG/250px-Timestamp.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
timestamps	时间戳	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b2/OpenTimestamps_logo.png/250px-OpenTimestamps_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
timing	时机	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/SR_FF_timing_diagram.png/250px-SR_FF_timing_diagram.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
tiny	微小	
tired	疲惫	https://upload.wikimedia.org/wikipedia/commons/6/6b/Tired_Face.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
title	标题	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9a/Ruby_Moon-Houldson_and_Logan_Wade_at_Title_Signing.jpg/250px-Ruby_Moon-Houldson_and_Logan_Wade_at_Title_Signing.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
titles	标题	https://upload.wikimedia.org/wikipedia/commons/6/60/Unratified_titles_of_nobility_amendment.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
tls	TLS	https://upload.wikimedia.org/wikipedia/commons/4/41/SSL_Symbol.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
to	去	
together	一起	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/Stronger_Together_image.png/250px-Stronger_Together_image.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
toil	苦活	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/74/They_toil_not%2C_neither_do_they_spin.jpg/250px-They_toil_not%2C_neither_do_they_spin.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
token	令牌	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a6/Postal_test_token-A_UNIQUE_THING-.jpeg/250px-Postal_test_token-A_UNIQUE_THING-.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
